name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
IMG_0026_,IMG_0026_3_0165SET_registered.tif,IMG_0026_2_0166SET_registered.tif,IMG_0026_1_0166SET_registered.tif,IMG_0026_5_0165SET_registered.tif,IMG_0026_4_0165SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
IMG_0040_,IMG_0040_3_0235SET_registered.tif,IMG_0040_2_0235SET_registered.tif,IMG_0040_1_0235SET_registered.tif,IMG_0040_5_0235SET_registered.tif,IMG_0040_4_0235SET_registered.tif,Field45,2020-12-14,no_blackgrass,early,winter_wheat,type3,../data/Field45/2020-12-14/no_blackgrass,no_blackgrass,train
IMG_0055_,IMG_0055_3_2_0123SET_registered.tif,IMG_0055_2_2_0123SET_registered.tif,IMG_0055_1_2_0124SET_registered.tif,IMG_0055_5_2_0123SET_registered.tif,IMG_0055_4_2_0124SET_registered.tif,Field72,2021-02-26,dense_blackgrass,mid,winter_barley,type8,../data/Field72/2021-02-26/dense_blackgrass,blackgrass,train
IMG_0050_,IMG_0050_3_4_0081SET_registered.tif,IMG_0050_2_4_0081SET_registered.tif,IMG_0050_1_4_0081SET_registered.tif,IMG_0050_5_4_0081SET_registered.tif,IMG_0050_4_4_0081SET_registered.tif,Field40,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field40/2021-05-27/no_blackgrass,no_blackgrass,train
IMG_0087_,IMG_0087_3_0200SET_registered.tif,IMG_0087_2_0200SET_registered.tif,IMG_0087_1_0200SET_registered.tif,IMG_0087_5_0200SET_registered.tif,IMG_0087_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0074_,IMG_0074_3_3_0174SET_registered.tif,IMG_0074_2_3_0174SET_registered.tif,IMG_0074_1_3_0174SET_registered.tif,IMG_0074_5_3_0174SET_registered.tif,IMG_0074_4_3_0174SET_registered.tif,Field65,2021-05-05,no_blackgrass,mid,winter_wheat,type7,../data/Field65/2021-05-05/no_blackgrass,no_blackgrass,train
IMG_0011_,IMG_0011_3_0141SET_registered.tif,IMG_0011_2_0141SET_registered.tif,IMG_0011_1_0141SET_registered.tif,IMG_0011_5_0141SET_registered.tif,IMG_0011_4_0141SET_registered.tif,Field12,2020-11-03,dense_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/dense_blackgrass,blackgrass,train
IMG_0048_,IMG_0048_3_4_0015SET_registered.tif,IMG_0048_2_4_0015SET_registered.tif,IMG_0048_1_4_0015SET_registered.tif,IMG_0048_5_4_0015SET_registered.tif,IMG_0048_4_4_0015SET_registered.tif,Field97,2021-05-13,no_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/no_blackgrass,no_blackgrass,train
IMG_0053_,IMG_0053_3_3_0166SET_registered.tif,IMG_0053_2_3_0166SET_registered.tif,IMG_0053_1_3_0166SET_registered.tif,IMG_0053_5_3_0177SET_registered.tif,IMG_0053_4_3_0166SET_registered.tif,Field64,2021-05-05,medium_blackgrass,mid,winter_wheat,type7,../data/Field64/2021-05-05/medium_blackgrass,blackgrass,train
IMG_0029_,IMG_0029_3_3_0047SET_registered.tif,IMG_0029_2_3_0047SET_registered.tif,IMG_0029_1_3_0047SET_registered.tif,IMG_0029_5_3_0047SET_registered.tif,IMG_0029_4_3_0047SET_registered.tif,Field45,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field45/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0085_,IMG_0085_3_2_0013SET_registered.tif,IMG_0085_2_2_0013SET_registered.tif,IMG_0085_1_2_0013SET_registered.tif,IMG_0085_5_2_0013SET_registered.tif,IMG_0085_4_2_0013SET_registered.tif,Field50,2021-01-18,no_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/no_blackgrass,no_blackgrass,train
IMG_0031_,IMG_0031_3_4_0087SET_registered.tif,IMG_0031_2_4_0087SET_registered.tif,IMG_0031_1_4_0087SET_registered.tif,IMG_0031_5_4_0087SET_registered.tif,IMG_0031_4_4_0087SET_registered.tif,Field109,2021-06-03,no_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/no_blackgrass,no_blackgrass,train
IMG_0073_,IMG_0073_3_4_0081SET_registered.tif,IMG_0073_2_4_0081SET_registered.tif,IMG_0073_1_4_0081SET_registered.tif,IMG_0073_5_4_0081SET_registered.tif,IMG_0073_4_4_0081SET_registered.tif,Field40,2021-05-27,no_blackgrass,late,winter_wheat,type7,../data/Field40/2021-05-27/no_blackgrass,no_blackgrass,train
IMG_0088_,IMG_0088_3_4_0012SET_registered.tif,IMG_0088_2_4_0012SET_registered.tif,IMG_0088_1_4_0012SET_registered.tif,IMG_0088_5_4_0012SET_registered.tif,IMG_0088_4_4_0012SET_registered.tif,Field97,2021-05-13,medium_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/medium_blackgrass,blackgrass,train
IMG_0058_,IMG_0058_3_0170SET_registered.tif,IMG_0058_2_0170SET_registered.tif,IMG_0058_1_0170SET_registered.tif,IMG_0058_5_0170SET_registered.tif,IMG_0058_4_0170SET_registered.tif,Field25,2020-11-12,no_blackgrass,early,winter_wheat,type7,../data/Field25/2020-11-12/no_blackgrass,no_blackgrass,train
IMG_0106_,IMG_0106_3_4_0037SET_registered.tif,IMG_0106_2_4_0037SET_registered.tif,IMG_0106_1_4_0037SET_registered.tif,IMG_0106_5_4_0037SET_registered.tif,IMG_0106_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
IMG_0060_,IMG_0060_3_4_0076SET_registered.tif,IMG_0060_2_4_0076SET_registered.tif,IMG_0060_1_4_0076SET_registered.tif,IMG_0060_5_4_0076SET_registered.tif,IMG_0060_4_4_0076SET_registered.tif,Field38,2021-05-27,dense_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/dense_blackgrass,blackgrass,train
IMG_0086_,IMG_0086_3_4_0077SET_registered.tif,IMG_0086_2_4_0077SET_registered.tif,IMG_0086_1_4_0077SET_registered.tif,IMG_0086_5_4_0077SET_registered.tif,IMG_0086_4_4_0077SET_registered.tif,Field38,2021-05-27,medium_blackgrass,late,winter_wheat,type7,../data/Field38/2021-05-27/medium_blackgrass,blackgrass,train
IMG_0148_,IMG_0148_3_4_0084SET_registered.tif,IMG_0148_2_4_0084SET_registered.tif,IMG_0148_1_4_0084SET_registered.tif,IMG_0148_5_4_0084SET_registered.tif,IMG_0148_4_4_0084SET_registered.tif,Field87,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field87/2021-06-03/dense_blackgrass,blackgrass,train
IMG_0073_,IMG_0073_3_3_0047SET_registered.tif,IMG_0073_2_3_0047SET_registered.tif,IMG_0073_1_3_0047SET_registered.tif,IMG_0073_5_3_0047SET_registered.tif,IMG_0073_4_3_0047SET_registered.tif,Field45,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field45/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0070_,IMG_0070_3_0200SET_registered.tif,IMG_0070_2_0200SET_registered.tif,IMG_0070_1_0200SET_registered.tif,IMG_0070_5_0200SET_registered.tif,IMG_0070_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0111_,IMG_0111_3_4_0091SET_registered.tif,IMG_0111_2_4_0091SET_registered.tif,IMG_0111_1_4_0091SET_registered.tif,IMG_0111_5_4_0091SET_registered.tif,IMG_0111_4_4_0091SET_registered.tif,Field36,2021-06-08,dense_blackgrass,late,winter_wheat,type8,../data/Field36/2021-06-08/dense_blackgrass,blackgrass,train
IMG_0100_,IMG_0100_3_4_0084SET_registered.tif,IMG_0100_2_4_0084SET_registered.tif,IMG_0100_1_4_0084SET_registered.tif,IMG_0100_5_4_0084SET_registered.tif,IMG_0100_4_4_0084SET_registered.tif,Field87,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field87/2021-06-03/dense_blackgrass,blackgrass,train
IMG_0100_,IMG_0100_3_0199SET_registered.tif,IMG_0100_2_0199SET_registered.tif,IMG_0100_1_0199SET_registered.tif,IMG_0100_5_0199SET_registered.tif,IMG_0100_4_0199SET_registered.tif,Field35,2020-11-24,no_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0048_,IMG_0048_3_3_0034SET_registered.tif,IMG_0048_2_3_0034SET_registered.tif,IMG_0048_1_3_0034SET_registered.tif,IMG_0048_5_3_0034SET_registered.tif,IMG_0048_4_3_0034SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0026_,IMG_0026_3_4_0069SET_registered.tif,IMG_0026_2_4_0069SET_registered.tif,IMG_0026_1_4_0069SET_registered.tif,IMG_0026_5_4_0069SET_registered.tif,IMG_0026_4_4_0069SET_registered.tif,Field71,2021-05-26,medium_blackgrass,late,winter_wheat,type8,../data/Field71/2021-05-26/medium_blackgrass,blackgrass,train
IMG_0082_,IMG_0082_3_0213SET_registered.tif,IMG_0082_2_0213SET_registered.tif,IMG_0082_1_0213SET_registered.tif,IMG_0082_5_0213SET_registered.tif,IMG_0082_4_0213SET_registered.tif,Field41,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field41/2020-11-26/no_blackgrass,no_blackgrass,train
IMG_0015_,IMG_0015_3_3_0020SET_registered.tif,IMG_0015_2_3_0020SET_registered.tif,IMG_0015_1_3_0020SET_registered.tif,IMG_0015_5_3_0020SET_registered.tif,IMG_0015_4_3_0020SET_registered.tif,Field83,2021-03-23(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type7,../data/Field83/2021-03-23(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0019_,IMG_0019_3_4_0073SET_registered.tif,IMG_0019_2_4_0073SET_registered.tif,IMG_0019_1_4_0073SET_registered.tif,IMG_0019_5_4_0073SET_registered.tif,IMG_0019_4_4_0073SET_registered.tif,Field73,2021-05-26,dense_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/dense_blackgrass,blackgrass,train
IMG_0048_,IMG_0048_3_0186SET_registered.tif,IMG_0048_2_0186SET_registered.tif,IMG_0048_1_0185SET_registered.tif,IMG_0048_5_0186SET_registered.tif,IMG_0048_4_0185SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
IMG_0041_,IMG_0041_3_3_0047SET_registered.tif,IMG_0041_2_3_0047SET_registered.tif,IMG_0041_1_3_0047SET_registered.tif,IMG_0041_5_3_0047SET_registered.tif,IMG_0041_4_3_0047SET_registered.tif,Field45,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type3,../data/Field45/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0047_,IMG_0047_3_4_0057SET_registered.tif,IMG_0047_2_4_0057SET_registered.tif,IMG_0047_1_4_0057SET_registered.tif,IMG_0047_5_4_0057SET_registered.tif,IMG_0047_4_4_0057SET_registered.tif,Field104,2021-05-25,medium_blackgrass,late,winter_wheat,type7,../data/Field104/2021-05-25/medium_blackgrass,blackgrass,train
IMG_0044_,IMG_0044_3_4_0096SET_registered.tif,IMG_0044_2_4_0096SET_registered.tif,IMG_0044_1_4_0096SET_registered.tif,IMG_0044_5_4_0096SET_registered.tif,IMG_0044_4_4_0096SET_registered.tif,Field93,2021-06-08,no_blackgrass,springcrop_mid,spring_barley,type8,../data/Field93/2021-06-08/no_blackgrass,no_blackgrass,train
IMG_0018_,IMG_0018_3_0231SET_registered.tif,IMG_0018_2_0231SET_registered.tif,IMG_0018_1_0231SET_registered.tif,IMG_0018_5_0231SET_registered.tif,IMG_0018_4_0231SET_registered.tif,Field43,2020-12-14,no_blackgrass,early,winter_wheat,type6,../data/Field43/2020-12-14/no_blackgrass,no_blackgrass,train
IMG_0092_,IMG_0092_3_3_0055SET_registered.tif,IMG_0092_2_3_0055SET_registered.tif,IMG_0092_1_3_0055SET_registered.tif,IMG_0092_5_3_0055SET_registered.tif,IMG_0092_4_3_0055SET_registered.tif,Field46,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/medium_blackgrass,blackgrass,train
IMG_0088_,IMG_0088_3_4_0069SET_registered.tif,IMG_0088_2_4_0069SET_registered.tif,IMG_0088_1_4_0069SET_registered.tif,IMG_0088_5_4_0069SET_registered.tif,IMG_0088_4_4_0069SET_registered.tif,Field71,2021-05-26,medium_blackgrass,late,winter_wheat,type8,../data/Field71/2021-05-26/medium_blackgrass,blackgrass,train
IMG_0067_,IMG_0067_3_3_0005SET_registered.tif,IMG_0067_2_3_0005SET_registered.tif,IMG_0067_1_3_0005SET_registered.tif,IMG_0067_5_3_0005SET_registered.tif,IMG_0067_4_3_0005SET_registered.tif,Field39,2021-03-17,no_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/no_blackgrass,no_blackgrass,train
IMG_0075_,IMG_0075_3_0211SET_registered.tif,IMG_0075_2_0211SET_registered.tif,IMG_0075_1_0211SET_registered.tif,IMG_0075_5_0211SET_registered.tif,IMG_0075_4_0211SET_registered.tif,Field40,2020-11-26,no_blackgrass,early,winter_wheat,type7,../data/Field40/2020-11-26/no_blackgrass,no_blackgrass,train
IMG_0060_,IMG_0060_3_3_0070SET_registered.tif,IMG_0060_2_3_0070SET_registered.tif,IMG_0060_1_3_0070SET_registered.tif,IMG_0060_5_3_0070SET_registered.tif,IMG_0060_4_3_0070SET_registered.tif,Field50,2021-04-21,no_blackgrass,mid,winter_barley,type1,../data/Field50/2021-04-21/no_blackgrass,no_blackgrass,train
IMG_0065_,IMG_0065_3_2_0151SET_registered.tif,IMG_0065_2_2_0152SET_registered.tif,IMG_0065_1_2_0152SET_registered.tif,IMG_0065_5_2_0152SET_registered.tif,IMG_0065_4_2_0151SET_registered.tif,Field37,2021-03-12,no_blackgrass,mid,winter_barley,type4,../data/Field37/2021-03-12/no_blackgrass,no_blackgrass,train
IMG_0008_,IMG_0008_3_2_0155SET_registered.tif,IMG_0008_2_2_0155SET_registered.tif,IMG_0008_1_2_0155SET_registered.tif,IMG_0008_5_2_0155SET_registered.tif,IMG_0008_4_2_0155SET_registered.tif,Field38,2021-03-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field38/2021-03-17/dense_blackgrass,blackgrass,train
IMG_0044_,IMG_0044_3_3_0048SET_registered.tif,IMG_0044_2_3_0048SET_registered.tif,IMG_0044_1_3_0048SET_registered.tif,IMG_0044_5_3_0048SET_registered.tif,IMG_0044_4_3_0048SET_registered.tif,Field45,2021-04-15(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type3,../data/Field45/2021-04-15(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
IMG_0118_,IMG_0118_3_3_0189SET_registered.tif,IMG_0118_2_3_0189SET_registered.tif,IMG_0118_1_3_0189SET_registered.tif,IMG_0118_5_3_0189SET_registered.tif,IMG_0118_4_3_0189SET_registered.tif,Field81,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field81/2021-05-13/medium_blackgrass,blackgrass,train
IMG_0040_,IMG_0040_3_0165SET_registered.tif,IMG_0040_2_0166SET_registered.tif,IMG_0040_1_0166SET_registered.tif,IMG_0040_5_0166SET_registered.tif,IMG_0040_4_0165SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
IMG_0024_,IMG_0024_3_3_0027SET_registered.tif,IMG_0024_2_3_0027SET_registered.tif,IMG_0024_1_3_0027SET_registered.tif,IMG_0024_5_3_0027SET_registered.tif,IMG_0024_4_3_0027SET_registered.tif,Field86,2021-03-23(HELDOUTDATASET),medium_blackgrass,mid,winter_barley,type7,../data/Field86/2021-03-23(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
IMG_0105_,IMG_0105_3_0149SET_registered.tif,IMG_0105_2_0149SET_registered.tif,IMG_0105_1_0149SET_registered.tif,IMG_0105_5_0149SET_registered.tif,IMG_0105_4_0149SET_registered.tif,Field16,2020-11-05,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-05/medium_blackgrass,blackgrass,train
IMG_0068_,IMG_0068_3_3_0050SET_registered.tif,IMG_0068_2_3_0050SET_registered.tif,IMG_0068_1_3_0050SET_registered.tif,IMG_0068_5_3_0050SET_registered.tif,IMG_0068_4_3_0050SET_registered.tif,Field43,2021-04-15(HELDOUTDATASET),no_blackgrass,mid,winter_wheat,type6,../data/Field43/2021-04-15(HELDOUTDATASET)/no_blackgrass,no_blackgrass,train
IMG_0011_,IMG_0011_3_0208SET_registered.tif,IMG_0011_2_0208SET_registered.tif,IMG_0011_1_0207SET_registered.tif,IMG_0011_5_0208SET_registered.tif,IMG_0011_4_0208SET_registered.tif,Field39,2020-11-26,medium_blackgrass,early,winter_wheat,type7,../data/Field39/2020-11-26/medium_blackgrass,blackgrass,train
IMG_0040_,IMG_0040_3_2_0029SET_registered.tif,IMG_0040_2_2_0029SET_registered.tif,IMG_0040_1_2_0029SET_registered.tif,IMG_0040_5_2_0029SET_registered.tif,IMG_0040_4_2_0029SET_registered.tif,Field53,2021-01-21,no_blackgrass,early,winter_wheat,type8,../data/Field53/2021-01-21/no_blackgrass,no_blackgrass,train
IMG_0028_,IMG_0028_3_0184SET_registered.tif,IMG_0028_2_0184SET_registered.tif,IMG_0028_1_0184SET_registered.tif,IMG_0028_5_0184SET_registered.tif,IMG_0028_4_0184SET_registered.tif,Field31,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field31/2020-11-18/medium_blackgrass,blackgrass,train
IMG_0035_,IMG_0035_3_2_0013SET_registered.tif,IMG_0035_2_2_0013SET_registered.tif,IMG_0035_1_2_0013SET_registered.tif,IMG_0035_5_2_0013SET_registered.tif,IMG_0035_4_2_0013SET_registered.tif,Field50,2021-01-18,no_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/no_blackgrass,no_blackgrass,train
IMG_0080_,IMG_0080_3_0200SET_registered.tif,IMG_0080_2_0200SET_registered.tif,IMG_0080_1_0200SET_registered.tif,IMG_0080_5_0200SET_registered.tif,IMG_0080_4_0200SET_registered.tif,Field36,2020-11-24,no_blackgrass,early,winter_wheat,type8,../data/Field36/2020-11-24/no_blackgrass,no_blackgrass,train
IMG_0013_,IMG_0013_3_0240SET_registered.tif,IMG_0013_2_0240SET_registered.tif,IMG_0013_1_0240SET_registered.tif,IMG_0013_5_0240SET_registered.tif,IMG_0013_4_0240SET_registered.tif,Field48,2020-12-16,dense_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/dense_blackgrass,blackgrass,train
IMG_0002_,IMG_0002_3_3_0185SET_registered.tif,IMG_0002_2_3_0185SET_registered.tif,IMG_0002_1_3_0185SET_registered.tif,IMG_0002_5_3_0185SET_registered.tif,IMG_0002_4_3_0185SET_registered.tif,Field25,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/medium_blackgrass,blackgrass,train
IMG_0091_,IMG_0091_3_2_0104SET_registered.tif,IMG_0091_2_2_0104SET_registered.tif,IMG_0091_1_2_0104SET_registered.tif,IMG_0091_5_2_0104SET_registered.tif,IMG_0091_4_2_0104SET_registered.tif,Field23,2021-02-17,no_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/no_blackgrass,no_blackgrass,train
IMG_0096_,IMG_0096_3_2_0114SET_registered.tif,IMG_0096_2_2_0114SET_registered.tif,IMG_0096_1_2_0114SET_registered.tif,IMG_0096_5_2_0114SET_registered.tif,IMG_0096_4_2_0114SET_registered.tif,Field25,2021-02-19,medium_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/medium_blackgrass,blackgrass,train
IMG_0086_,IMG_0086_3_3_0057SET_registered.tif,IMG_0086_2_3_0057SET_registered.tif,IMG_0086_1_3_0057SET_registered.tif,IMG_0086_5_3_0056SET_registered.tif,IMG_0086_4_3_0057SET_registered.tif,Field46,2021-04-16,no_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/no_blackgrass,no_blackgrass,train
IMG_0097_,IMG_0097_3_3_0070SET_registered.tif,IMG_0097_2_3_0070SET_registered.tif,IMG_0097_1_3_0070SET_registered.tif,IMG_0097_5_3_0070SET_registered.tif,IMG_0097_4_3_0070SET_registered.tif,Field50,2021-04-21,no_blackgrass,mid,winter_barley,type1,../data/Field50/2021-04-21/no_blackgrass,no_blackgrass,train
